color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair Game,2010,PG-13,03 Dec 2010,108 min,"Biography, Drama, Thriller",Doug Liman,"Jez Butterworth, John-Henry Butterworth, Joseph Wilson","Naomi Watts, Sean Penn, Sonya Davison",Plame's status as a CIA agent was revealed by White House officials allegedly out to discredit her husband after he wrote a 2003 New York Times op-ed piece saying that the Bush administration had manipulated intelligence about weapons of mass destruction to justify the invasion of Iraq.,"English, Arabic, French","United States, United Arab Emirates",4 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMjIyOTg1NzU0Ml5BMl5BanBnXkFtZTcwMjA2OTY5Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.8,"49,922",tt0977855,movie,29 Mar 2011,"$9,540,691",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defiance,2013–2015,TV-MA,15 Apr 2013,43 min,"Action, Drama, Sci-Fi",N/A,"Kevin Murphy, Rockne S. O'Bannon, Michael Taylor","Grant Bowler, Stephanie Leonidas, Julie Benz","In the year 2046, it's a new Earth - with new rules. Over thirty years after various alien races arrived on Earth, the landscape is completely altered, terraformed nearly beyond recognition. To the town of Defiance, on what used to be St. Louis, comes the mysterious Nolan (Grant Bowler) and his charge, Irisa (Stephanie Leonidas). As they settle into town - overseen by the mayor, Amanda Rosewater (Julie Benz) and filled with residents like the powerful Rafe McCawley (Graham Greene), enterprising lounge owner Kenya (Mia Kirshner) and the ambitious, alien Tarrs (Tony Curran and Jack Mehoff) - events begin to unfold that threaten the fragile peace this border town has fought for.","English, Hebrew",United States,Nominated for 1 Primetime Emmy. 4 nominations total,https://m.media-amazon.com/images/M/MV5BMGJhZGE3NjAtZDU5NS00MWViLTg5MzQtYmEzOWQ5ODBiYTIyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,"43,349",tt2189221,series,,,,,True,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domino,2005,R,14 Oct 2005,127 min,"Action, Biography, Crime",Tony Scott,"Richard Kelly, Steve Barancik","Keira Knightley, Mickey Rourke, Edgar Ramírez","The daughter of an actor father and a social-climber mother, Domino Harvey, bored with her life, decides to join the team of Ed Moseby and becomes a bounty hunter. But she gets in trouble when the Mafia's money is stolen from an armored truck, while Moseby and his crew are participating in a reality show produced by Mark Heiss. The situation gets out of control when the sons of a rival mobster are kidnapped while the FBI is monitoring two gangs of mobsters.",English,"United States, United Kingdom, France",2 wins,https://m.media-amazon.com/images/M/MV5BMTkwOTA5Njc4Ml5BMl5BanBnXkFtZTcwNzg0MzEzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,5.9,"68,016",tt0421054,movie,10 Jan 2006,"$10,169,202",Maverick Entertainment,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jade,1995,R,13 Oct 1995,95 min,"Crime, Drama, Thriller",William Friedkin,Joe Eszterhas,"David Caruso, Linda Fiorentino, Chazz Palminteri","Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the lawman emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BYTcwZDIyMDEtN2Q4MS00ZTIxLWEwMjMtM2I5NWViOTNjMGRhXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.3,"13,177",tt0113451,movie,07 Apr 2008,"$9,851,610",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamer,2009,R,04 Sep 2009,95 min,"Action, Sci-Fi, Thriller","Mark Neveldine, Brian Taylor","Mark Neveldine, Brian Taylor","Gerard Butler, Michael C. Hall, Ludacris","Ken Castle is extremely rich, popular, and powerful since he invented and started exploiting the virtual online parallel reality games. In these games, people can either pay to be a user or get paid to be an 'actor' in a system of mind-control. In the ultimate version, Slayers, death row convicts act as gladiators in a desperate dim bid for survival, which no one has achieved yet. The champion, John 'Kable' Tillman, is scheduled to die just before he'd gain release, but he persuades his teenage 'handler' to hand over the reins so he can fully use his talents and experience. Kable escapes to freedom, but Castle's men chase him. Kable has to fight his way back to Castle's headquarters to challenge his hidden evil plans.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMTkzMDU0NTg3MF5BMl5BanBnXkFtZTcwNzU1MjU1Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,5.7,"136,698",tt1034032,movie,19 Jan 2010,"$20,534,907",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beautiful Creatures,2013,PG-13,14 Feb 2013,124 min,"Drama, Fantasy, Romance",Richard LaGravenese,"Richard LaGravenese, Kami Garcia, Margaret Stohl","Alice Englert, Viola Davis, Emma Thompson","Teenager Ethan Wate (Alden Ehrenreich) is obsessed with his urge to finish high school, go on to college, and leave behind the small town of Gatlin, South Carolina, until a mysterious girl invades his dreams. When he meets Lena Duchannes (Alice Englert), a newcomer who has just enrolled in his school, he knows she's the girl in his dreams. Lena is rejected by the rest of her classmates for being the niece of Macon Ravenwood (Jeremy Irons), whom the town's superstitious residents consider to be a devil-worshiper. But Ethan gives her a ride anyway and they fall in love. Lena reveals to her new boyfriend that she is a witch, and that on her 16th birthday she will be claimed by either the forces of light or of darkness. She can only remain in the light if she doesn't remain in love with Ethan. Worse, her evil mother Sarafine (Dame Emma Thompson) is casting spells to push her to the dark side. Ethan joins her in a search to find a magic spell to save their doomed love. Will they succeed?",English,United States,9 nominations,https://m.media-amazon.com/images/M/MV5BMTQyMjYwODMwMl5BMl5BanBnXkFtZTcwODUwNzY5OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.1,"89,006",tt1559547,movie,13 May 2013,"$19,452,138",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Death to Smoochy,2002,R,29 Mar 2002,109 min,"Comedy, Crime, Drama",Danny DeVito,Adam Resnick,"Robin Williams, Edward Norton, Catherine Keener","Fired in disgrace, kids show host Randolph Smiley finds himself out on the street, while his replacement Sheldon Mopes, finds himself on the fast track to success with a new hit show as the proud purple rhino Smoochy. But things take a turn for the worst when Sheldon finds out that some of the people that he works with, and some he doesn't know he's working for, are all in it for the money. Meanwhile, Randolph is slowly turning insane with his only thoughts focusing on killing Smoochy and getting back to his life of luxury.",English,"United Kingdom, Germany, United States, Canada",2 nominations,https://m.media-amazon.com/images/M/MV5BNzlmZTQ1YzUtOGZjMi00YmVhLTg0ZDQtMmUyMjVlZDZhOTIwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.3,"41,359",tt0266452,movie,17 Sep 2002,"$8,364,691",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zoolander 2,2016,PG-13,12 Feb 2016,101 min,"Action, Adventure, Comedy",Ben Stiller,"Justin Theroux, Ben Stiller, Nicholas Stoller","Ben Stiller, Owen Wilson, Penélope Cruz","After many years of being separated from modeling and each other, Derek and Hansel are dragged back into the fashion world in Rome. After being humiliated on the runway by the people behind the scenes, Derek and Hansel decide to quit the business . . . until retired swimsuit model, Valentina, drags them back in with questions about recent celebrity deaths. Soon after, Derek also realizes out that the son who was taken from him is in Rome, and is much dismayed to find that Derek, Jr. is fat. And smart. Regardless, Derek, Sr. continues his mission with Hansel, which leads them to the fashion-model legends of ""Adam, Eve, and Steve"", and the ""Chosen One"". Who is that person? Why do the models drink the Chosen One's blood? Will Derek's and Hansel's careers resume?","English, Italian, Spanish","United States, Italy",7 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BNTdkMzY4MjItNGM4My00ZDM1LThhMmQtY2NmMTYxZWM2ZDBmXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,4.7,"72,239",tt1608290,movie,24 May 2016,"$28,848,693",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Big Bounce,2004,PG-13,30 Jan 2004,88 min,"Comedy, Crime",George Armitage,"Elmore Leonard, Sebastian Gutierrez","Owen Wilson, Morgan Freeman, Gary Sinise","Jack Ryan, a charming but mischievous kid with a history of small cons, never nasty, as he always approaches life from the pleasant side, goes to surfers paradise Hawai, where dodgy district judge Walter Crewes enlists him to get to real big criminals. Jack finds himself teaming up in bed and thieving 'business' with Nancy Hayes, the greedy mistress of evil hotel magnate Ray Ritchie and his dumb lieutenant Bob Rogers, Jr. and a real temptress gold-digger but is about the only one without an hidden agenda...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTU5NDM5ODEyM15BMl5BanBnXkFtZTYwMTcyMTY3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,4.9,"18,479",tt0315824,movie,20 Jul 2004,"$6,489,476",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,What Planet Are You From?,2000,R,03 Mar 2000,105 min,"Comedy, Sci-Fi",Mike Nichols,"Garry Shandling, Michael Leeson, Ed Solomon","Garry Shandling, Annette Bening, John Goodman","A highly advanced civilization, whose citizens feel no emotion and reproduce by cloning, plans to conquer Earth from the inside by sending an operative, fashioned with a humming, mechanical penis, to impregnate a human and stay until the birth. The alien, Harold Anderson, goes to Phoenix as a banker and sets to work finding a mate. His approaches to women are inept, and the humming phallus doesn't help, but on the advice of a banking colleague, he cruises an A.A. meeting, meets Susan, and somehow convinces her to marry him. The clock starts to tick: will she conceive, have a baby, and lose Harold (and the child) to his planet before he discovers emotion and starts to care?",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTM4ODgzNDU2OF5BMl5BanBnXkFtZTYwMjI1Njc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,5.6,"9,635",tt0181151,movie,18 Jul 2000,"$6,291,602","Columbia Pictures, Sony Pictures Entertainment",N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drive Angry,2011,R,25 Feb 2011,104 min,"Action, Comedy, Fantasy",Patrick Lussier,"Todd Farmer, Patrick Lussier","Nicolas Cage, Amber Heard, William Fichtner","John Milton is up against the clock: Jonah King, the leader of a Satanic cult, has murdered Milton's daughter and kidnapped her baby. In three days, King and his followers will sacrifice the child at midnight. Milton picks up the trail in Oklahoma as well as rescuing a waitress named Piper from her brutal, two-timing fiancé. There are odd things about Milton: his driver's license is out of date, he has a very strange gun, and he's being pursued by a man in a suit who carries FBI ID and calls himself the Accountant. Piper, who's lived a life on the sidelines, has to piece things together on the fly as they close in on King.",English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMjIwNTM4Njg2NF5BMl5BanBnXkFtZTcwNDQwMTAwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.4,"100,786",tt1502404,movie,31 May 2011,"$10,721,033",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Street Fighter: The Legend of Chun-Li,2009,PG-13,27 Feb 2009,96 min,"Action, Crime, Fantasy",Andrzej Bartkowiak,"Justin Marks, Takashi Nishiyama, Hiroshi Matsumoto","Kristin Kreuk, Neal McDonough, Michael Clarke Duncan","Chun-Li lives a calm life with her father, when one day, the local mobster Bison kidnaps her father. After her mother's death, she embarks into a quest to rescue her kidnapped father from the clutches of powerful criminal lord Bison.","Thai, Chinese, English, Hindi, Japanese","Canada, India, United States, Japan, Thailand, China",N/A,https://m.media-amazon.com/images/M/MV5BMTQ2Mzc1MDc5MV5BMl5BanBnXkFtZTcwMDk1NTIzMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '17/100'}]",17,3.7,"24,427",tt0891592,movie,27 May 2008,"$8,742,261",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The One,2001,PG-13,02 Nov 2001,87 min,"Action, Sci-Fi, Thriller",James Wong,"Glen Morgan, James Wong","Jet Li, Carla Gugino, Delroy Lindo","There is not one universe, but there are many, which is a multiverse. Supposing you are just one person, there are many other versions of you in the other universes, there are ways to travel, but only a police agency, MVA, can travel only for police procedures. Gabriel Yulaw is a former MVA agent, who killed another version of himself in self-defense. It made the other versions of him stronger. When Yulaw found out about this, he became power-hungry killing the 122 other versions for two years. After killing Lawless and getting captured by his former partner Roedecker and a new MVA agent Funsch, Yulaw managed to escape the prison and is trying to kill his last target, Gabe Law who is a police officer. He is also at Yulaw's strength. Roedecker and Funsch now have to arrest Yulaw before he can kill Gabe. There is a possibility that the universe could die or make Yulaw invincible. After encountering Yulaw for the first time, Gabe thought that it was his split personality, but it wasn't. Will Gabe be able to confront Yulaw before or after Yulaw ruins his life?",English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BNzY4YmUzMDAtMDYyZS00MTBmLWEzZDAtOGY3MDE2YjJkMGUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,5.9,"93,545",tt0267804,movie,05 Mar 2002,"$43,905,746",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outlander,2014–,TV-MA,09 Aug 2014,64 min,"Drama, Fantasy, Romance",N/A,Ronald D. Moore,"Caitríona Balfe, Sam Heughan, Sophie Skelton","Follows the story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world in which her life is threatened. When she is forced to marry Jamie Fraser, a chivalrous and romantic young Scottish warrior, a passionate relationship is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.","English, Gaelic",United States,Nominated for 4 Primetime Emmys. 34 wins & 83 nominations total,https://m.media-amazon.com/images/M/MV5BN2JiZTUyZjYtZDliMS00MjY1LWIwYTItNmE0MWYzNDZjN2E4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"163,759",tt3006802,series,,,,,True,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Adventures of Ford Fairlane,1990,R,11 Jul 1990,104 min,"Action, Adventure, Comedy",Renny Harlin,"Daniel Waters, James Cappe, David Arnott","Andrew Dice Clay, Lauren Holly, Wayne Newton","Ford ""Mr. Rock n' Roll Detective"" Fairlane is experiencing problems, and it's not with the opposite sex. One of them is that all the rock stars pay him with drum sticks, koala bears, food processors and bicycle shorts. Another one of them is that all his employers that want him to find a girl named Zuzu Petals get killed. Why didn't he become a fisherman's detective instead? A must-see for Andrew Dice Clay fans.",English,United States,5 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BYzk5ZjVlYWYtZDQ3NC00OTE2LWFmYzAtNmQ5Y2UzZmRjM2I0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24,6.4,"18,594",tt0098987,movie,16 Dec 2003,"$21,413,502",N/A,N/A,True,
